user_id,model,rank,app_id,title,tags_text,rating,positive_ratio,user_reviews,price_final,score,mf_score_z,text_score_z,mf_catalog_rank,text_catalog_rank,recommendation_source,recommendation_reason,alpha_mf,alpha_text,excluded_history_scope
13,balanced_hybrid,3,359550,Tom Clancy's Rainbow Six® Siege,,Very Positive,86,993312,20.0,4.800259056178314,6.441095404517032,4.390049969093634,2,247,mf_dominant,협업 신호가 중심이고 텍스트 신호가 보완한 게임,0.2,0.8,all
13,balanced_hybrid,4,550,Left 4 Dead 2,,Overwhelmingly Positive,97,574470,10.0,4.783210152257274,6.369448789716878,4.386650492892373,5,328,mf_dominant,협업 신호가 중심이고 텍스트 신호가 보완한 게임,0.2,0.8,all
13,balanced_hybrid,5,304930,Unturned,Free to Play Survival Zombies Multiplayer Open World Co-op Crafting Sandbox Adventure Shooter First-Person Post-apocalyptic Looter Shooter Action FPS Singleplayer Massively Multiplayer Atmospheric Indie Casual,Very Positive,91,515016,0.0,4.7634466757346345,6.369733569396125,4.361874952319261,4,662,mf_dominant,협업 신호가 중심이고 텍스트 신호가 보완한 게임,0.2,0.8,all
13,balanced_hybrid,6,431960,Wallpaper Engine,,Overwhelmingly Positive,98,637341,4.0,4.758904170294057,6.204357027887448,4.3975409558957095,7,64,mf_dominant,협업 신호가 중심이고 텍스트 신호가 보완한 게임,0.2,0.8,all
13,balanced_hybrid,7,444090,Paladins®,,Very Positive,85,339466,0.0,4.752266911857234,6.213510179617081,4.386956094917272,6,319,mf_dominant,협업 신호가 중심이고 텍스트 신호가 보완한 게임,0.2,0.8,all
13,balanced_hybrid,8,377160,Fallout 4,,Very Positive,83,205094,20.0,4.74950733134152,6.186432099168634,4.390276139384741,8,240,mf_dominant,협업 신호가 중심이고 텍스트 신호가 보완한 게임,0.2,0.8,all
13,balanced_hybrid,9,292030,The Witcher® 3: Wild Hunt,,Overwhelmingly Positive,96,668455,40.0,4.743384843466518,6.12307600970373,4.398462051907215,10,41,mf+text_agreement,협업 신호와 텍스트 신호가 모두 높은 게임,0.2,0.8,all
13,balanced_hybrid,10,4000,Garry's Mod,,Overwhelmingly Positive,96,853733,10.0,4.739093879538245,6.147655921010678,4.386953369170137,9,320,mf_dominant,협업 신호가 중심이고 텍스트 신호가 보완한 게임,0.2,0.8,all
7654189,mf_bpr,1,440,Team Fortress 2,,Very Positive,93,985819,0.0,6.444755254911971,6.444755254911971,4.4415377785336325,1,48,collaborative,비슷한 사용자들의 선호 패턴이 강한 게임,1.0,0.0,all
7654189,mf_bpr,2,374320,DARK SOULS™ III,,Very Positive,94,230407,30.0,6.412293731197683,6.412293731197683,4.4424807062466165,2,13,collaborative,비슷한 사용자들의 선호 패턴이 강한 게임,1.0,0.0,all
7654189,mf_bpr,3,550,Left 4 Dead 2,,Overwhelmingly Positive,97,574470,10.0,6.3506301630983915,6.3506301630983915,4.439933718174286,3,131,collaborative,비슷한 사용자들의 선호 패턴이 강한 게임,1.0,0.0,all
7654189,mf_bpr,4,304930,Unturned,Free to Play Survival Zombies Multiplayer Open World Co-op Crafting Sandbox Adventure Shooter First-Person Post-apocalyptic Looter Shooter Action FPS Singleplayer Massively Multiplayer Atmospheric Indie Casual,Very Positive,91,515016,0.0,6.298374850730262,6.298374850730262,4.4227074077237285,4,509,collaborative,비슷한 사용자들의 선호 패턴이 강한 게임,1.0,0.0,all
7654189,mf_bpr,5,359550,Tom Clancy's Rainbow Six® Siege,,Very Positive,86,993312,20.0,6.282038223008703,6.282038223008703,4.440022846151172,5,124,collaborative,비슷한 사용자들의 선호 패턴이 강한 게임,1.0,0.0,all
7654189,mf_bpr,6,377160,Fallout 4,,Very Positive,83,205094,20.0,6.206718071503057,6.206718071503057,4.440475969731,6,104,collaborative,비슷한 사용자들의 선호 패턴이 강한 게임,1.0,0.0,all
7654189,mf_bpr,7,292030,The Witcher® 3: Wild Hunt,,Overwhelmingly Positive,96,668455,40.0,6.199975852208292,6.199975852208292,4.441733991092396,7,38,collaborative,비슷한 사용자들의 선호 패턴이 강한 게임,1.0,0.0,all
7654189,mf_bpr,8,431960,Wallpaper Engine,,Overwhelmingly Positive,98,637341,4.0,6.188379998479661,6.188379998479661,4.43992731701514,8,133,collaborative,비슷한 사용자들의 선호 패턴이 강한 게임,1.0,0.0,all
7654189,mf_bpr,9,4000,Garry's Mod,,Overwhelmingly Positive,96,853733,10.0,6.121103124031299,6.121103124031299,4.441439839293537,9,54,collaborative,비슷한 사용자들의 선호 패턴이 강한 게임,1.0,0.0,all
7654189,mf_bpr,10,444090,Paladins®,,Very Positive,85,339466,0.0,6.119641962902753,6.119641962902753,4.441400507954064,10,59,collaborative,비슷한 사용자들의 선호 패턴이 강한 게임,1.0,0.0,all
7654189,text_bpr,1,8930,Sid Meier's Civilization® V,,Overwhelmingly Positive,96,117717,30.0,4.4446214231520464,5.336932664578032,4.4446214231520464,69,1,content,사용자의 선호와 게임 텍스트 특성이 잘 맞는 게임,0.0,1.0,all
7654189,text_bpr,2,289070,Sid Meier’s Civilization® VI,,Very Positive,85,201288,6.0,4.4441195589287945,5.40607916270039,4.4441195589287945,55,2,content,사용자의 선호와 게임 텍스트 특성이 잘 맞는 게임,0.0,1.0,all
7654189,text_bpr,3,262060,Darkest Dungeon®,,Very Positive,91,111091,25.0,4.442957132981724,5.282749135955169,4.442957132981724,74,3,content,사용자의 선호와 게임 텍스트 특성이 잘 맞는 게임,0.0,1.0,all
7654189,text_bpr,4,236430,DARK SOULS™ II,,Very Positive,88,28182,20.0,4.442956753548575,4.310987533651921,4.442956753548575,355,4,content,사용자의 선호와 게임 텍스트 특성이 잘 맞는 게임,0.0,1.0,all
7654189,text_bpr,5,629730,Blade and Sorcery,,Overwhelmingly Positive,96,41477,20.0,4.442879002689768,4.768920683645631,4.442879002689768,201,5,content,사용자의 선호와 게임 텍스트 특성이 잘 맞는 게임,0.0,1.0,all
7654189,text_bpr,6,570,Dota 2,,Very Positive,82,2045628,0.0,4.4428282497518365,5.248526735592699,4.4428282497518365,80,6,content,사용자의 선호와 게임 텍스트 특성이 잘 맞는 게임,0.0,1.0,all
7654189,text_bpr,7,1172620,Sea of Thieves 2023 Edition,,Very Positive,90,253844,40.0,4.442778972089523,5.338995658347238,4.442778972089523,68,7,content,사용자의 선호와 게임 텍스트 특성이 잘 맞는 게임,0.0,1.0,all
7654189,text_bpr,8,379720,DOOM,,Overwhelmingly Positive,95,121343,20.0,4.44269697808522,5.038632729329106,4.44269697808522,121,8,content,사용자의 선호와 게임 텍스트 특성이 잘 맞는 게임,0.0,1.0,all
7654189,text_bpr,9,212160,Vindictus,,Mixed,68,7471,0.0,4.4426683253938934,2.9242306575016555,4.4426683253938934,1385,9,content,사용자의 선호와 게임 텍스트 특성이 잘 맞는 게임,0.0,1.0,all
7654189,text_bpr,10,470220,UNO,,Mostly Positive,73,35495,10.0,4.442655206040428,4.278555746833846,4.442655206040428,369,10,content,사용자의 선호와 게임 텍스트 특성이 잘 맞는 게임,0.0,1.0,all
7654189,balanced_hybrid,1,440,Team Fortress 2,,Very Positive,93,985819,0.0,4.842181273809301,6.444755254911971,4.4415377785336325,1,48,mf+text_agreement,협업 신호와 텍스트 신호가 모두 높은 게임,0.2,0.8,all
7654189,balanced_hybrid,2,374320,DARK SOULS™ III,,Very Positive,94,230407,30.0,4.83644331123683,6.412293731197683,4.4424807062466165,2,13,mf+text_agreement,협업 신호와 텍스트 신호가 모두 높은 게임,0.2,0.8,all
7654189,balanced_hybrid,3,550,Left 4 Dead 2,,Overwhelmingly Positive,97,574470,10.0,4.822073007159108,6.3506301630983915,4.439933718174286,3,131,mf_dominant,협업 신호가 중심이고 텍스트 신호가 보완한 게임,0.2,0.8,all
7654189,balanced_hybrid,4,359550,Tom Clancy's Rainbow Six® Siege,,Very Positive,86,993312,20.0,4.808425921522678,6.282038223008703,4.440022846151172,5,124,mf_dominant,협업 신호가 중심이고 텍스트 신호가 보완한 게임,0.2,0.8,all
7654189,balanced_hybrid,5,304930,Unturned,Free to Play Survival Zombies Multiplayer Open World Co-op Crafting Sandbox Adventure Shooter First-Person Post-apocalyptic Looter Shooter Action FPS Singleplayer Massively Multiplayer Atmospheric Indie Casual,Very Positive,91,515016,0.0,4.797840896325035,6.298374850730262,4.4227074077237285,4,509,mf_dominant,협업 신호가 중심이고 텍스트 신호가 보완한 게임,0.2,0.8,all
7654189,balanced_hybrid,6,377160,Fallout 4,,Very Positive,83,205094,20.0,4.793724390085411,6.206718071503057,4.440475969731,6,104,mf_dominant,협업 신호가 중심이고 텍스트 신호가 보완한 게임,0.2,0.8,all
7654189,balanced_hybrid,7,292030,The Witcher® 3: Wild Hunt,,Overwhelmingly Positive,96,668455,40.0,4.793382363315575,6.199975852208292,4.441733991092396,7,38,mf+text_agreement,협업 신호와 텍스트 신호가 모두 높은 게임,0.2,0.8,all
7654189,balanced_hybrid,8,431960,Wallpaper Engine,,Overwhelmingly Positive,98,637341,4.0,4.7896178533080445,6.188379998479661,4.43992731701514,8,133,mf_dominant,협업 신호가 중심이고 텍스트 신호가 보완한 게임,0.2,0.8,all
7654189,balanced_hybrid,9,4000,Garry's Mod,,Overwhelmingly Positive,96,853733,10.0,4.77737249624109,6.121103124031299,4.441439839293537,9,54,mf_dominant,협업 신호가 중심이고 텍스트 신호가 보완한 게임,0.2,0.8,all
7654189,balanced_hybrid,10,444090,Paladins®,,Very Positive,85,339466,0.0,4.777048798943802,6.119641962902753,4.441400507954064,10,59,mf_dominant,협업 신호가 중심이고 텍스트 신호가 보완한 게임,0.2,0.8,all
14306011,mf_bpr,1,374320,DARK SOULS™ III,,Very Positive,94,230407,30.0,6.481980432693469,6.481980432693469,4.483924840062108,1,153,collaborative,비슷한 사용자들의 선호 패턴이 강한 게임,1.0,0.0,all
14306011,mf_bpr,2,359550,Tom Clancy's Rainbow Six® Siege,,Very Positive,86,993312,20.0,6.332270198942934,6.332270198942934,4.484454351601025,2,121,collaborative,비슷한 사용자들의 선호 패턴이 강한 게임,1.0,0.0,all
14306011,mf_bpr,3,550,Left 4 Dead 2,,Overwhelmingly Positive,97,574470,10.0,6.330679396491704,6.330679396491704,4.485357072299276,3,66,collaborative,비슷한 사용자들의 선호 패턴이 강한 게임,1.0,0.0,all
14306011,mf_bpr,4,304930,Unturned,Free to Play Survival Zombies Multiplayer Open World Co-op Crafting Sandbox Adventure Shooter First-Person Post-apocalyptic Looter Shooter Action FPS Singleplayer Massively Multiplayer Atmospheric Indie Casual,Very Positive,91,515016,0.0,6.227871936576198,6.227871936576198,4.468099510422371,4,471,collaborative,비슷한 사용자들의 선호 패턴이 강한 게임,1.0,0.0,all
14306011,mf_bpr,5,377160,Fallout 4,,Very Positive,83,205094,20.0,6.2210113749292475,6.2210113749292475,4.485605613651984,5,54,collaborative,비슷한 사용자들의 선호 패턴이 강한 게임,1.0,0.0,all
14306011,mf_bpr,6,275850,No Man's Sky,,Mostly Positive,76,209971,60.0,6.178328799114287,6.178328799114287,4.483435307950055,6,166,collaborative,비슷한 사용자들의 선호 패턴이 강한 게임,1.0,0.0,all
14306011,mf_bpr,7,431960,Wallpaper Engine,,Overwhelmingly Positive,98,637341,4.0,6.166788398001451,6.166788398001451,4.480197744253663,7,268,collaborative,비슷한 사용자들의 선호 패턴이 강한 게임,1.0,0.0,all
14306011,mf_bpr,8,444090,Paladins®,,Very Positive,85,339466,0.0,6.099938997103328,6.099938997103328,4.485851350176904,8,46,collaborative,비슷한 사용자들의 선호 패턴이 강한 게임,1.0,0.0,all
14306011,mf_bpr,9,49520,Borderlands 2,,Overwhelmingly Positive,95,184041,20.0,6.044227301935846,6.044227301935846,4.485689639965235,9,53,collaborative,비슷한 사용자들의 선호 패턴이 강한 게임,1.0,0.0,all
14306011,mf_bpr,10,1091500,Cyberpunk 2077,,Very Positive,80,557051,60.0,6.004848899249177,6.004848899249177,4.481561639083201,10,229,collaborative,비슷한 사용자들의 선호 패턴이 강한 게임,1.0,0.0,all
14306011,text_bpr,1,617290,Remnant: From the Ashes,,Very Positive,85,39794,40.0,4.488750166506152,4.933171605095931,4.488750166506152,155,1,content,사용자의 선호와 게임 텍스트 특성이 잘 맞는 게임,0.0,1.0,all
14306011,text_bpr,2,1089980,The Henry Stickmin Collection,,Overwhelmingly Positive,98,37065,7.0,4.488306206286679,4.528589970659959,4.488306206286679,269,2,content,사용자의 선호와 게임 텍스트 특성이 잘 맞는 게임,0.0,1.0,all
14306011,text_bpr,3,242760,The Forest,,Overwhelmingly Positive,95,416113,20.0,4.487860364358676,5.273894370948769,4.487860364358676,71,3,content,사용자의 선호와 게임 텍스트 특성이 잘 맞는 게임,0.0,1.0,all
14306011,text_bpr,4,1282100,Remnant II,,Very Positive,83,21765,50.0,4.487713098978564,-0.5158876309174223,4.487713098978564,33081,4,content,사용자의 선호와 게임 텍스트 특성이 잘 맞는 게임,0.0,1.0,all
14306011,text_bpr,5,578650,The Outer Worlds,,Very Positive,84,20407,30.0,4.487490920395025,3.4990692368265,4.487490920395025,808,5,content,사용자의 선호와 게임 텍스트 특성이 잘 맞는 게임,0.0,1.0,all
14306011,text_bpr,6,1558830,RIPOUT,,Mostly Positive,75,49,22.0,4.487456896480593,-0.33733094329650387,4.487456896480593,18703,6,content,사용자의 선호와 게임 텍스트 특성이 잘 맞는 게임,0.0,1.0,all
14306011,text_bpr,7,813780,Age of Empires II: Definitive Edition,,Very Positive,94,114658,20.0,4.487443313085451,4.535128861942693,4.487443313085451,267,7,content,사용자의 선호와 게임 텍스트 특성이 잘 맞는 게임,0.0,1.0,all
14306011,text_bpr,8,1196310,Fantasy Grounds Unity,,Very Positive,83,527,30.0,4.487350065051425,0.6793794437488976,4.487350065051425,8603,8,content,사용자의 선호와 게임 텍스트 특성이 잘 맞는 게임,0.0,1.0,all
14306011,text_bpr,9,1158310,Crusader Kings III,,Very Positive,92,62489,50.0,4.487213626993599,4.495284361305878,4.487213626993599,282,9,content,사용자의 선호와 게임 텍스트 특성이 잘 맞는 게임,0.0,1.0,all
14306011,text_bpr,10,1948280,Stacklands,,Overwhelmingly Positive,96,19988,8.0,4.487209816390654,2.776536554968506,4.487209816390654,1586,10,content,사용자의 선호와 게임 텍스트 특성이 잘 맞는 게임,0.0,1.0,all
14306011,balanced_hybrid,1,374320,DARK SOULS™ III,,Very Positive,94,230407,30.0,4.88353595858838,6.481980432693469,4.483924840062108,1,153,mf_dominant,협업 신호가 중심이고 텍스트 신호가 보완한 게임,0.2,0.8,all
14306011,balanced_hybrid,2,550,Left 4 Dead 2,,Overwhelmingly Positive,97,574470,10.0,4.854421537137762,6.330679396491704,4.485357072299276,3,66,mf_dominant,협업 신호가 중심이고 텍스트 신호가 보완한 게임,0.2,0.8,all
14306011,balanced_hybrid,3,359550,Tom Clancy's Rainbow Six® Siege,,Very Positive,86,993312,20.0,4.854017521069407,6.332270198942934,4.484454351601025,2,121,mf_dominant,협업 신호가 중심이고 텍스트 신호가 보완한 게임,0.2,0.8,all
14306011,balanced_hybrid,4,377160,Fallout 4,,Very Positive,83,205094,20.0,4.832686765907437,6.2210113749292475,4.485605613651984,5,54,mf_dominant,협업 신호가 중심이고 텍스트 신호가 보완한 게임,0.2,0.8,all
14306011,balanced_hybrid,5,275850,No Man's Sky,,Mostly Positive,76,209971,60.0,4.8224140061829015,6.178328799114287,4.483435307950055,6,166,mf_dominant,협업 신호가 중심이고 텍스트 신호가 보완한 게임,0.2,0.8,all
14306011,balanced_hybrid,6,304930,Unturned,Free to Play Survival Zombies Multiplayer Open World Co-op Crafting Sandbox Adventure Shooter First-Person Post-apocalyptic Looter Shooter Action FPS Singleplayer Massively Multiplayer Atmospheric Indie Casual,Very Positive,91,515016,0.0,4.8200539956531365,6.227871936576198,4.468099510422371,4,471,mf_dominant,협업 신호가 중심이고 텍스트 신호가 보완한 게임,0.2,0.8,all
14306011,balanced_hybrid,7,431960,Wallpaper Engine,,Overwhelmingly Positive,98,637341,4.0,4.81751587500322,6.166788398001451,4.480197744253663,7,268,mf_dominant,협업 신호가 중심이고 텍스트 신호가 보완한 게임,0.2,0.8,all
14306011,balanced_hybrid,8,444090,Paladins®,,Very Positive,85,339466,0.0,4.808668879562188,6.099938997103328,4.485851350176904,8,46,mf+text_agreement,협업 신호와 텍스트 신호가 모두 높은 게임,0.2,0.8,all
14306011,balanced_hybrid,9,49520,Borderlands 2,,Overwhelmingly Positive,95,184041,20.0,4.797397172359358,6.044227301935846,4.485689639965235,9,53,mf_dominant,협업 신호가 중심이고 텍스트 신호가 보완한 게임,0.2,0.8,all
14306011,balanced_hybrid,10,4000,Garry's Mod,,Overwhelmingly Positive,96,853733,10.0,4.787203595661484,5.995447278731553,4.485142674893966,11,79,mf_dominant,협업 신호가 중심이고 텍스트 신호가 보완한 게임,0.2,0.8,all
